wave number,-5_1,-5_2,-5_3,-5_4,-5_5,-5_6,-5_7,-5_8,-7_1,-7_2,-7_3,-8_1,-8_2,-8_3,-8_4,-9_1,-9_2,-9_3,-9_4,-10_1,-10_2,-10_3
1582.97,20316,18774,14688,7986,24954,30708,46686,44416,12516,40192,25198,46044,53332,25974,30124,61448,24128,27028,42398,9366,49892,12898
1584.51,20318,18498,14614,8022,24932,30636,46748,43914,12568,40086,25212,46042,53290,25900,30320,61610,24186,27222,42262,9190,49648,12926
1586.06,20284,18812,14644,8054,24876,30726,46790,44200,12380,40134,25124,45840,52994,26146,30050,61506,24140,26996,42130,9122,49774,12856
1587.6,20290,18676,14586,8100,24766,30654,46622,44290,12472,40184,25264,45994,53216,25798,29916,61164,24138,27272,42318,9432,49620,12776
1589.15,20230,18656,14606,7964,24870,30676,46678,43956,12572,40184,25066,45730,52580,25810,30040,60972,24242,27238,42086,9240,49504,13000
1590.69,20338,18622,14744,7974,24608,30634,46660,43904,12586,40130,25282,45876,52752,25738,29902,60914,24024,27434,42294,9276,49392,13056
1592.23,20350,18622,14600,7948,25136,30480,46510,43934,12584,40168,25230,45932,52428,25744,29912,60886,24398,27054,42202,9360,49710,12828
1593.78,20186,18802,14758,7888,24912,30576,46568,43906,12332,39922,24998,45774,52512,25762,30166,60756,24156,27156,42268,9198,49620,12946
1595.32,20388,18754,14664,7930,24840,30602,46614,43660,12490,39916,25214,45432,52282,25742,29696,60252,23974,27100,42226,9312,49696,12862
1596.86,20260,18580,14696,7994,24832,30442,46580,43590,12646,39638,25092,45306,52424,25718,30084,60558,24024,26916,42072,9288,49330,13002
1598.41,20478,18830,14654,7900,24922,30614,46368,43224,12410,39670,25066,45576,52404,25798,29514,60078,23902,27032,42046,9336,49508,12950
1599.95,20466,18578,14772,7914,24928,30400,46140,43564,12526,39700,24962,45378,51828,25668,29622,59614,23794,26948,42036,9262,49290,12904
1601.49,20260,18776,14630,7986,24846,30104,46228,43470,12710,39852,24982,45178,52176,25730,29418,59596,23772,27062,41872,9218,49398,12880
1603.03,20338,18734,14628,7968,24578,30388,45950,43166,12532,39268,24834,44630,51844,25650,29606,59374,23664,26818,41716,9242,49094,12962
1604.57,20400,18896,14784,7906,24740,30458,45772,43022,12426,39350,24920,44800,51554,25398,29482,59478,23658,27136,41790,9144,49078,12826
1606.11,20246,18650,14840,8016,24874,30160,45958,42794,12354,39184,24866,44446,51254,25514,29330,59294,23684,26752,41564,9206,48824,12906
1607.66,20330,18622,14762,7898,24756,30110,45662,42548,12538,38742,24674,44706,50900,25404,29078,58570,23746,26676,41894,9238,48720,12914
1609.2,20158,18710,14682,7970,24844,29842,45866,42380,12402,38808,24518,44388,50826,25216,29146,58404,23622,26464,41672,9230,48856,12886
1610.74,20120,18588,14870,7892,24650,29872,45690,42174,12248,38456,24356,44054,50830,24834,29074,58196,23542,26550,41354,9150,48602,13102
1612.28,20180,18860,14632,7922,24794,29836,45214,41874,12366,38406,24416,44004,50310,25084,28760,57732,23322,26322,41670,9122,48352,12818
1613.82,20350,18740,14678,7852,24568,29924,45326,41864,12382,37862,24288,43944,50226,24742,29050,57278,23578,26438,41432,9140,48052,12886
1615.35,20208,18848,14660,7820,24546,29684,45368,41862,12284,37630,24126,43638,49840,24754,28614,57280,23448,26198,41284,9132,48078,12934
1616.89,20214,18842,14752,7938,24404,29472,45158,41266,12256,37654,24054,43228,49638,24798,28426,56682,23284,26220,41134,9170,48202,12842
1618.43,20232,18764,14720,7912,24436,29436,45224,41056,12294,37316,23860,43150,49540,24606,28138,56720,23318,26082,41166,9088,47846,12772
1619.97,20260,18612,14710,7846,24342,29302,44704,41116,12260,36980,23696,42826,49168,24396,28218,56154,23310,25912,41092,8998,47458,12574
1621.51,20434,18640,14746,7860,24714,29206,44728,40604,12334,36974,23720,42900,48896,24448,27874,55606,23004,25786,40524,8982,47614,12808
1623.05,20008,18558,14684,7802,24376,29254,44434,40414,12104,36790,23468,42692,48724,24074,27728,55290,22874,25756,40550,9098,47308,12662
1624.59,19932,18710,14542,7878,24508,29030,44538,40008,12130,36216,23434,42160,48780,24236,27818,55328,22868,25628,40334,8888,47170,12718
1626.12,20136,18772,14540,7858,24462,28716,44108,39798,12172,35760,23200,42072,48442,24072,27640,54686,22578,25706,40350,8968,46788,12742
1627.66,20016,18584,14576,7944,24278,28778,44596,39606,12116,35602,23322,42118,48164,24022,27396,54630,22742,25320,40174,8994,46880,12782
1629.2,19890,18596,14618,7716,24324,28636,43854,39356,12076,35208,23330,41574,47868,23910,27328,54384,22640,25298,40182,8886,46308,12710
1630.73,19842,18310,14498,7858,24106,28410,43698,39134,11954,35118,22968,41434,47570,23534,27150,53960,22596,25180,40038,8790,46238,12788
1632.27,19856,18380,14664,7834,24112,28338,43900,38650,12000,34792,22750,41458,47172,23756,27090,53704,22470,25244,39764,8866,46220,12636
1633.8,19714,18554,14458,7832,23966,28454,43602,38582,11914,34266,22674,41166,47128,23470,27092,53302,22342,25130,39728,8840,45890,12596
1635.34,19812,18364,14466,7826,23938,28482,43496,38348,11994,34418,22792,40784,47136,23496,26734,53094,22318,24874,39552,8836,45872,12704
1636.88,19922,18352,14464,7792,24152,28334,43632,38222,12030,33978,22536,40738,46638,23448,26660,52720,22192,25032,39634,8868,45810,12726
1638.41,19718,18520,14444,7752,23858,28186,42972,37912,11996,34042,22436,40264,46576,23400,26688,52512,22092,24872,39296,8838,45704,12532
1639.95,19732,18478,14472,7688,23804,27788,43286,37758,11976,33580,22102,40492,46392,23250,26654,52416,22088,24588,38980,8896,45302,12340
1641.48,19684,18318,14526,7734,23884,27834,42868,37416,11848,33418,22318,40164,46062,23160,26456,51830,22118,24610,39122,8676,45158,12510
1643.01,19504,18446,14448,7700,23800,28024,42752,37074,11842,33182,22116,40218,45974,22998,26204,51606,22070,24390,39064,8656,44806,12480
1644.55,19672,18258,14426,7798,23758,27788,42846,37308,11846,32774,22050,39926,46124,22940,26132,51302,21758,24518,38708,8638,45212,12520
1646.08,19480,18310,14216,7762,23794,27782,42674,36922,11790,32620,21832,39990,45230,22868,26176,51350,21852,24352,38876,8616,44840,12478
1647.61,19464,18178,14358,7846,23622,27642,42412,36522,11790,32686,21728,39430,45362,22840,25896,50912,21726,24098,38694,8694,44408,12410
1649.15,19450,18084,14290,7766,23448,27596,42320,36736,11672,32270,21644,39622,45200,22530,25860,50724,21698,24150,38682,8616,44328,12232
1650.68,19454,18092,14180,7746,23640,27436,42426,36578,11656,32426,21772,39526,45206,22654,25780,50542,21544,24060,38696,8648,44302,12322
1652.21,19194,18234,14188,7842,23320,27278,42292,35986,11792,31986,21654,39110,45012,22456,25386,50428,21730,24304,38416,8494,44402,12284
1653.74,19404,18080,14326,7764,23416,27256,42036,36062,11634,32062,21664,39006,44686,22382,25672,50148,21386,23892,38200,8556,44056,12392
1655.28,19298,18104,14334,7724,23682,27328,42224,35882,11616,31742,21472,39172,44446,22552,25582,50124,21552,23916,38454,8510,43786,12236
1656.81,19218,17786,14228,7754,23436,27324,41954,35880,11632,31526,21242,38720,44612,22340,25358,49962,21384,23710,38196,8526,43786,12158
1658.34,19208,18052,14218,7780,23394,27222,41750,35584,11564,31488,21332,38468,44358,22336,25368,49848,21464,23688,38166,8524,43798,12158
1659.87,19176,18026,14252,7714,23306,27060,41946,35326,11554,31142,21206,38646,44300,22224,25100,49498,21418,23786,37912,8478,43844,12166
1661.4,19398,18288,14288,7684,23214,27052,41750,35484,11538,31148,21130,38546,44202,22200,25212,49544,21234,23808,38010,8518,43802,12162
1662.93,19246,18064,14272,7738,23298,26910,41572,35156,11644,31082,20996,38172,44018,22524,25042,49300,21416,23644,37786,8448,43600,12244
1664.46,19068,18014,14274,7748,23224,27026,41630,35394,11414,30920,21270,38366,43776,22132,25072,49378,21232,23386,37744,8456,43422,12276
1665.99,19154,17984,14152,7622,23446,27050,41580,35216,11632,30888,21038,38422,43892,22246,25000,48790,21218,23522,37886,8418,43498,12254
1667.52,19172,18158,14252,7752,23226,26892,41520,35034,11532,30776,20964,38254,43846,22202,24856,49174,21272,23496,37700,8444,43364,12134
1669.05,19134,18058,14290,7610,23322,26966,41508,34724,11556,30760,21054,38290,43950,22198,25102,48990,21018,23382,37746,8460,43248,12120
1670.58,18778,18028,14120,7570,23182,26752,41768,34926,11338,30658,20790,38302,43618,22196,24848,48780,21164,23356,37710,8428,43322,12036
1672.11,18998,17926,14220,7646,23346,26832,41260,35076,11450,30614,20920,38058,43382,22142,24836,48934,20994,23332,37766,8434,43262,12256
1673.64,19048,18248,14322,7608,23092,26784,41494,34868,11472,30610,20862,38118,43418,22064,24754,48580,20880,23488,37564,8354,42882,12168
1675.16,19076,17966,14282,7686,23244,26940,41082,34890,11448,30568,20798,38048,43496,22022,24706,48754,21086,23440,37810,8430,43262,12294
1676.69,19158,18062,14256,7572,23114,26914,41314,34764,11468,30412,20710,38042,43692,21808,24820,48710,21162,23370,37694,8396,43054,12164
1678.22,19090,18024,14244,7620,23370,26698,41460,34406,11534,30554,20930,37976,43304,21914,24812,48630,20962,23544,37666,8390,42786,12140
1679.75,19124,18120,14324,7658,22912,26932,41314,34568,11484,30354,20912,38024,43328,22012,24564,48304,21062,23206,37478,8356,43074,12168
1681.27,18918,18218,14096,7664,23190,26552,41430,34536,11578,30498,20840,37884,43928,21990,24560,48504,21148,23616,37600,8382,42732,12218
1682.8,19078,18082,14306,7628,23086,26802,41150,34480,11490,30500,20696,37928,43520,21990,24580,48388,20866,23324,37740,8412,43088,12176
1684.32,19000,18152,14348,7546,23356,27066,41394,34620,11364,30310,20774,38034,43440,21900,24598,48792,21262,23418,37772,8428,43016,12102
1685.85,19194,18210,14234,7660,23070,26836,41524,34654,11524,30262,20820,37974,43500,21966,24766,48380,20980,23330,37632,8404,42718,12110
1687.38,19060,18116,14254,7772,23372,26874,41356,34646,11434,30350,20710,37946,43222,21904,24760,48526,21088,23306,37796,8564,43248,12138
1688.9,19030,18194,14340,7662,23332,26982,41256,34514,11574,30360,20696,37866,43146,21850,24576,48378,20988,23394,37760,8240,42812,12088
1690.43,18938,18180,14242,7548,23210,26852,41486,34460,11396,30244,20862,37756,43342,21956,24602,48272,21148,23234,37934,8404,42862,12230
1691.95,19060,18016,14264,7570,23178,26864,41416,34478,11632,30536,20612,38066,43164,21980,24696,48368,20944,23306,37712,8500,43174,12088
1693.48,19146,18032,14300,7628,23420,27000,41480,34712,11444,30270,20706,38258,43310,22114,24758,48378,21068,23432,37648,8344,43086,12190
1695,19380,18214,14288,7566,23348,26926,41584,34716,11574,30374,20864,37982,43408,22176,24524,48482,21302,23572,37788,8442,43148,12242
1696.53,19208,18162,14294,7594,23374,26812,41406,34800,11498,30184,20548,37960,43232,21992,24684,48190,21168,23582,37742,8342,43210,12244
1698.05,19324,18220,14324,7562,23196,26900,41700,34554,11492,30366,20994,38354,43428,22076,24876,48216,21018,23512,38152,8438,43314,12128
1699.57,19198,18254,14418,7392,23308,26960,41404,34712,11522,30106,20756,37952,43188,22024,24772,48242,21098,23384,37810,8344,43342,12312
1701.1,19130,18160,14310,7464,23426,27022,41592,34490,11514,30418,20778,38012,43602,22110,24766,48726,21320,23558,38022,8472,43354,12174
1702.62,19074,18210,14272,7494,23458,26870,41760,34466,11538,30272,20834,38190,43712,22010,24676,48442,21246,23298,37928,8466,43216,12208
1704.14,19192,18278,14346,7492,23288,27126,41630,34642,11510,30200,20898,37718,43584,21928,24626,48444,21182,23456,37844,8336,43116,12296
1705.66,19078,18248,14428,7458,23420,27026,41410,34554,11578,30100,20860,38114,43382,22034,24662,48270,21254,23458,38218,8546,43224,12306
1707.18,19224,18150,14366,7348,23378,27032,41648,34602,11564,30306,20906,38232,43360,21962,24646,48206,21118,23334,37912,8466,43298,12372
1708.71,19160,18226,14408,7392,23294,27218,41678,34654,11594,30300,20868,38338,43564,22012,24648,48598,21418,23386,38076,8510,43614,12244
1710.23,19168,18394,14568,7452,23430,27048,42064,34676,11686,30342,20838,38138,43302,22218,24498,48306,21108,23498,38102,8418,43352,12360
1711.75,19426,18224,14430,7370,23236,27120,41928,34684,11454,30014,20740,38212,43692,22142,24662,48346,21416,23482,38076,8514,43302,12256
1713.27,19230,18224,14432,7480,23352,27048,41550,34722,11546,30154,20942,38304,43182,22156,24814,48682,21284,23646,38078,8514,43464,12434
1714.79,19410,18380,14440,7436,23606,27294,41924,34598,11626,30324,20884,38082,43404,22018,24634,48390,21416,23424,37804,8520,43330,12312
1716.31,19268,18310,14414,7424,23422,27206,41780,34586,11552,30282,20634,38114,43420,21980,24884,48456,21374,23450,38068,8348,43698,12448
1717.83,19354,18370,14346,7436,23320,27092,41582,34650,11694,30192,20884,38344,43526,22092,24402,48338,21372,23360,38096,8538,43374,12202
1719.35,19128,18154,14394,7474,23494,27160,41848,34710,11574,30270,20980,38282,43402,22036,24696,48322,21140,23380,38136,8508,43466,12342
1720.87,19240,18404,14620,7340,23654,27100,41846,34642,11730,30110,20800,38084,43274,22168,24800,48154,21374,23690,38154,8518,43514,12380
1722.39,19332,18440,14288,7322,23572,27242,41872,34562,11692,29996,20800,38024,43466,21996,24698,48382,21286,23432,38010,8478,43396,12450
1723.91,19276,18266,14490,7270,23340,27094,41886,34896,11698,30156,20732,38326,43560,22056,24708,48474,21302,23394,38264,8452,43462,12370
1725.43,19154,18574,14532,7250,23470,27062,41780,34646,11630,30226,20714,38176,43566,22052,24510,48086,21372,23488,38152,8534,43238,12352
1726.95,19286,18262,14422,7366,23520,27032,41484,34594,11678,30304,20762,37966,43196,22038,24554,48244,21376,23572,38298,8416,43420,12340
1728.46,19434,18408,14474,7366,23600,27250,41680,34268,11570,30170,20736,38064,43442,22100,24764,48354,21224,23368,38042,8380,43376,12216
1729.98,19400,18152,14690,7356,23666,27112,41778,34796,11452,29850,20784,38038,43224,21948,24610,48294,21240,23360,37968,8414,43288,12452
1731.5,19236,18508,14560,7366,23382,27124,41634,34554,11544,29902,20684,37874,43178,21930,24726,48194,21296,23488,37990,8412,43282,12328
1733.02,19116,18258,14486,7360,23546,27006,41564,34330,11570,30130,20740,38152,42846,21970,24524,47908,21350,23388,38084,8532,43230,12200
1734.53,19114,18228,14286,7300,23220,26882,41580,34370,11470,29712,20654,38142,43160,22008,24356,47924,21330,23592,37956,8312,43084,12398
1736.05,19338,18312,14496,7318,23338,26882,41592,34600,11536,30174,20660,37952,43318,21958,24400,48170,21254,23452,38104,8356,43084,12390
1737.57,19208,18208,14404,7200,23472,27022,41816,34280,11666,30196,20490,37852,43200,21986,24496,47978,21466,23600,37924,8360,43406,12374
1739.08,19182,18378,14450,7198,23386,27120,41878,34348,11562,30012,20628,37862,42974,21770,24346,47820,21256,23370,37908,8398,42972,12222
1740.6,19384,18138,14292,7202,23440,27018,41518,34304,11640,29954,20600,38004,43244,21630,24420,48098,21166,23350,38080,8350,43006,12252
1742.11,19112,18194,14322,7246,23314,26884,41540,34148,11522,30016,20436,37812,43074,21984,24418,47666,21054,23340,37762,8402,43066,12176
1743.63,19166,18322,14332,7246,23170,26796,41698,34034,11520,29886,20596,37722,43104,22008,24352,48064,21182,23296,37980,8426,43190,12164
1745.14,19226,18326,14374,7178,23092,26788,41440,34504,11560,29860,20546,37606,42812,21814,24286,47944,21134,23368,37782,8288,42880,12330
1746.66,19158,18140,14436,7298,23342,26970,41122,34264,11492,29894,20396,37604,42708,21764,24290,47512,21228,23260,37666,8274,43160,12280
1748.17,19104,18152,14440,7190,23220,26674,41364,34374,11378,29706,20368,37424,42762,21636,24202,47778,21086,23334,37778,8468,43052,12102
1749.69,19140,18268,14284,7208,23300,26662,41508,34162,11418,29868,20456,37360,42836,21784,24036,47580,21096,23328,37598,8248,42896,12094
1751.2,18928,18214,14258,7232,23436,26724,41388,33826,11372,29876,20308,37258,42626,21828,24244,47754,20944,23168,37690,8250,43084,12080
1752.71,19118,18246,14450,7172,23026,26666,41114,33890,11368,29854,20304,37358,42484,21416,24168,47534,21028,23200,37634,8328,42756,12168
1754.23,18968,18038,14138,7182,23044,26600,41322,34062,11332,29772,20338,37566,42618,21638,24212,47728,21144,23060,37556,8432,42774,12080
1755.74,19004,18122,14268,7098,23154,26690,41046,34038,11382,29646,20396,37394,42662,21742,23870,47578,21018,22970,37588,8290,42670,12212
1757.25,19088,18112,14294,7148,22976,26666,40992,34010,11292,29510,20190,37516,42398,21576,23998,47434,20864,23090,37670,8252,42780,12094
1758.76,18968,17934,14216,7056,23166,26626,41040,33844,11358,29564,20316,37478,42402,21732,23962,47124,20908,23168,37392,8230,42894,12116
1760.28,18910,18078,14278,7136,23088,26692,41002,33972,11382,29380,20160,37446,42662,21548,23974,47472,20912,22980,37382,8326,42506,11998
1761.79,18912,18058,14148,7014,22808,26448,40922,34082,11478,29470,20150,37126,42350,21588,24104,46980,20786,23082,37518,8082,42402,12054
1763.3,18982,18010,14120,7090,23040,26546,40690,33750,11296,29366,20270,37068,42190,21560,23842,47010,21024,23050,37678,8454,42406,12030
1764.81,18978,17972,14138,7140,23038,26572,40896,34006,11378,29586,20182,36856,42068,21436,24124,47354,20686,22928,37242,8394,42232,12016
1766.32,18774,17816,14270,7008,22962,26478,40610,33702,11232,29342,20170,37024,42264,21522,23828,47144,21036,23008,37332,8250,42212,11930
1767.83,18844,17860,14034,7060,22874,26576,40614,33766,11454,29562,20100,37274,42282,21390,23894,47032,20784,22898,37166,8146,42322,11896
1769.34,18862,18000,14200,6954,22928,26520,40794,33734,11310,29500,20198,36892,42340,21522,23960,46864,20706,22758,37098,8440,42498,11986
1770.85,18728,17856,14072,7044,22802,26584,40782,33712,11238,29448,20098,37392,42218,21490,23770,46948,20802,22982,37144,8236,42036,12076
1772.36,18850,17886,13976,7044,22990,26410,40886,33592,11148,29126,20112,36936,41928,21434,23920,47192,20650,22828,37468,8238,42372,12106
1773.87,18714,17942,14234,6944,22848,26518,40652,33734,11218,29272,20096,37296,42164,21102,23814,46650,20634,22868,37274,8146,42154,11900
1775.38,18656,17868,14142,6970,23004,26448,40680,33720,11268,29418,20074,37078,41824,21428,23844,46700,20878,22822,37130,8248,42274,11910
1776.89,18838,17866,14026,7068,22880,26262,40720,33672,11100,29268,19730,36988,41832,21438,23862,46356,20772,22616,37410,8214,42178,11968
1778.4,18784,17914,14048,6980,22848,26520,40832,33756,11330,29146,20106,37066,41922,21450,23698,46572,20912,22918,37200,8164,42336,12078
1779.91,18846,17960,14054,6928,22834,26324,40720,33766,11296,29280,20052,37106,42092,21136,23624,46800,20796,22914,36980,8262,42136,11990
1781.41,18766,17626,14000,6874,22804,26302,40606,33822,11172,29236,19802,36954,41966,21436,23762,46844,20666,22598,37118,8220,41952,11914
1782.92,18936,17948,14008,7012,22818,26504,40492,33562,11264,29438,20114,36830,42120,21184,23788,46772,20740,22896,37056,8344,42232,11960
1784.43,18684,17914,14028,6918,22852,26464,40772,33538,11160,29240,20048,37138,42006,21232,23588,46900,20796,22726,37202,8246,42014,12038
1785.94,18636,17748,14174,6924,22724,26466,40618,33624,11310,29246,20128,36970,42076,21452,23616,46252,20710,22648,37172,8182,41848,11928
1787.44,18838,17680,14036,7044,22812,26538,40456,33460,11234,29470,20152,36954,41712,21394,23634,46658,20892,22894,37326,8272,42264,11898
1788.95,18682,17898,14086,6916,22954,26450,40522,33690,11314,29384,19978,36812,41970,21434,23576,46792,20628,22978,37190,8136,42014,11930
1790.46,18818,17920,14044,6890,22848,26350,40600,33760,11142,29262,20176,37014,41892,21338,23700,46660,20986,22748,37414,8232,42408,11870
1791.96,18750,17804,14100,6914,22882,26452,40756,33676,11336,29284,19876,36858,41620,21406,23670,46798,20702,22834,37330,8232,41908,11834
1793.47,18672,17942,14078,6940,22800,26486,40728,33812,11288,29386,20002,36932,42004,21264,23698,46578,20854,22902,37470,8274,42012,11886
1794.97,18760,17832,14160,6812,22922,26458,40884,33586,11124,29272,19942,36956,42190,21450,23728,46886,20912,22762,37336,8188,42360,11828
1796.48,18602,17780,13988,6882,22818,26560,40898,33772,11258,29522,19972,36990,41872,21402,23742,46770,20942,22876,37362,8202,42118,11846
1797.98,18964,17866,14086,6980,22814,26612,40950,33966,11124,29486,20160,37032,42006,21326,23746,46818,20958,22864,37540,8116,41968,11884
1799.49,18734,17832,13912,6824,22856,26512,41004,33848,11272,29478,20030,37164,41874,21254,23748,46804,20986,22844,37232,8196,42172,11914
1800.99,18904,17934,14152,6918,22860,26448,40796,33892,11200,29364,20012,36996,41882,21358,23824,46884,20828,22900,37432,8266,42292,11944
1802.5,18710,17864,14108,6888,23066,26718,40740,33994,11266,29464,20036,36944,42126,21308,23852,47050,20946,23002,37490,8304,42316,12010
1804,18838,17998,14138,6880,22860,26584,40808,33988,11174,29518,20178,37114,42112,21458,24024,46952,20966,23044,37756,8182,42300,11952
1805.5,18764,17968,14222,6874,23000,26620,41224,34152,11270,29410,19858,37314,42000,21334,23840,47100,20850,23056,37522,8322,42464,12000
1807.01,19112,18024,14158,6922,22870,26662,40950,33970,11202,29462,20132,37270,42366,21420,24036,47182,20872,22990,37714,8252,42492,11912
1808.51,18818,17948,14126,6794,23164,26652,40900,33874,11186,29404,20032,37300,42540,21412,23834,46988,21058,22854,37654,8218,42588,11906
1810.01,18802,17826,14100,6822,23140,26722,41210,34034,11310,29434,20094,37508,42388,21686,23900,47246,20876,22988,37662,8256,42440,11772
1811.52,18950,17954,14094,6788,23210,26666,40818,34022,11284,29650,20120,37394,42258,21556,23658,47472,20924,23228,37642,8292,42334,11958
1813.02,19050,17868,14116,6804,23098,26686,41134,34162,11190,29568,20280,37576,42596,21364,23988,47156,20988,23084,37972,8350,42640,12002
1814.52,18949.5,18109.9,14312.8,6883.17,23207.6,26834.9,41080.6,34374.9,11351.7,29474.5,20076.5,37540.1,42181.4,21535,23927.2,47347.7,21179.4,23003.5,37808.2,8351.26,42521.2,12048.2
1816.02,18845,18139.2,14130.1,6841.92,23038.4,26781,40956.8,34114.2,11225.6,29657.3,20243.3,37389.4,42018.9,21546.9,23892.9,47180.7,21088,23030.8,37677.7,8266.01,42462.3,11960.9
1817.52,18975.9,17941,14143,6899.48,22927.9,26697.3,41106.1,33880.8,11247.9,29394.9,20074.4,37263.3,42495.6,21350.6,23996.7,47133.5,21022.9,23006.1,37724.9,8183.49,42807.9,12038.6
1819.02,19016.1,17867.7,14144.1,6882.22,23011.9,26908.6,40941.6,34052.4,11248.5,29372,20208.2,37284.4,42366.5,21409.3,23910,47204.8,21103.7,23107.4,37879.8,8250.79,42838.5,12044.3
1820.53,19009.6,17927.8,14193.7,6816.01,23084.5,26681.2,41331.6,34019.6,11306.9,29539.8,20189.4,37249.8,42098.5,21239.6,23840.9,47098.6,21105,22920,37462.3,8265.38,42845.1,12075.2
1822.03,18935.5,18021,14121.5,6879.72,22767.3,26630.1,41033.5,33702.3,11279.2,29261.1,20112.9,37183.3,41985.2,21365.7,23716.8,47285.1,21133.2,22961.7,37529.9,8260.45,42614,11982.2
1823.52,19070.4,18059.4,14166.3,6877.8,23020.1,26530.8,40905.2,33582.4,11299.8,29297.4,20139.3,37330.9,41872.1,21219.2,23960.2,46854.4,21160.8,23171.6,37727.3,8269,42347.4,11940.9
1825.03,18972.6,18033,14212.1,6775.42,22894.4,26600,41395.4,33772.9,11317,29394,20083,37117,41964.4,21339.1,24090.5,46989.1,21178.1,23127.5,37881.2,8255.9,42563.1,12116.7
1826.53,18990.3,17860.4,14120,6828.04,22958.8,26713.2,41141.3,33720.2,11166,29190.3,20098,37174,42117.7,21123,23806.1,46936.4,21270.9,23203.7,37814.6,8216.89,42672.4,11926.4
1828.02,18984.7,17913.9,14254.6,6869.16,22882.3,26684,41148.9,33372.9,11258.1,29333,20123.9,37160.2,41914.2,21382.6,24010.2,46901.8,21092.4,22932.7,37885.3,8251.71,42585.3,12012
1829.52,18927,18049.4,14304.8,6850.92,23034.4,26648.3,41294.2,33701.8,11315.1,29219.1,20309.4,37238.3,41964.9,21242.3,23934.9,46817.4,21305.7,23155.3,37821.7,8241.21,42540.3,11991.5
1831.02,18933.6,18096.5,14043.2,6867.35,22772.8,26591.3,41147,33538.3,11251.9,29311.8,20109.1,37077.7,41674.2,21027.7,23850.4,46915,21272.9,23115.5,37905.7,8188.16,42607.8,12053.6
1832.52,19021.7,17919.1,14260,6863.48,22699.9,26609.3,41232.7,33358.2,11228.7,29252,20119.9,37138.3,41924.7,20971.2,23827.4,46701.7,21177.8,23142.2,37774.6,8178.48,42608.4,11936.2
1834.02,19087.1,17829.9,14114.8,6805.87,22660.1,26561.1,41096.3,33326.1,11215.2,29122.9,20172.6,36978.3,41652.4,21109,23838.1,46781.8,21223,22973.8,37794.1,8176.1,42757.5,12115
1835.52,19007.1,17833.6,14131.2,6867.42,22683.5,26366.4,40838.8,33116.3,11249.4,28987,20140.1,36892.2,41760.8,20934.3,23706.3,46614.5,21219.9,23143.7,37896.2,8126.25,42414.7,12109.9
1837.01,18949.4,17848.5,14059.8,6910.39,22854.2,26679.6,40944.7,33022.3,11185,29087.3,20206.9,37021.2,41606.3,20841.2,23844.9,46620.7,21228.1,23089.2,37878.8,8139.15,42789.8,12039
1838.51,18978.2,17758.2,14252.5,6825.67,22569.8,26439.4,41146.1,32885.2,11101.1,29044.5,20293.1,36712,41462.1,20943.7,23855.2,46347.3,21296.7,22960.4,37713.9,8120.37,42561.2,12128.2
1840.01,18852.2,17718.8,14122.1,6845.63,22754.1,26440.1,40855.4,33097.9,11098.7,28877.1,20065.3,36756,41537.1,20891.2,23771.5,46373.9,21224.5,22923.9,37736.7,8082.18,42402.5,11856.7
1841.51,19056.5,17847.9,14121.2,6760.94,22657.5,26466.9,40815.5,32794.4,11220.9,28988.9,20087.1,36640.4,41165,20814.6,23704.5,46444.3,21207.7,23021,37659,7997.67,42317.8,12002.4
1843,18971.3,17938.7,14140.8,6908.06,22520,26472.5,40715.1,32827.1,11040,28770.5,20159.6,36528.6,41373.6,20804.5,23580,46406.9,21329,23134.9,37708.5,8143.52,42372.8,11962.2
1844.5,18985,17742.5,14196.4,6870.47,22439.3,26449.3,40758.4,32564.7,10993,28779.6,20274.9,36596.4,41333.2,20650.4,23540.5,46196.2,21175.3,23150,37458.5,8161.61,42348.5,12114.9
1845.99,18849.6,17616.9,14012.3,6694.63,22459.5,26409.8,40815.8,32579.8,11011.6,28653.9,20283.6,36401.5,41020.2,20568.5,23602.3,46079.1,21262.7,23066.5,37404.2,8090.52,42420.9,12041.2
1847.49,18842.7,17746.8,14049.8,6694.37,22409.7,26334.9,40720.3,32491.1,10971,28659.1,20037.7,36526.2,40990.8,20660.8,23715.8,46107.9,21288.2,23013.9,37612.9,7958.5,42169.4,12035.9
1848.99,18782.3,17685.2,13994.3,6765.92,22410.3,26249.4,40548,32287.2,10975.6,28409.3,20127,36407.3,40772.5,20532.8,23734.1,46070.8,21180.4,23001.7,37444.6,8031.91,42307.4,12027.9
1850.48,18915,17607.6,13963.3,6726.42,22405.9,26104,40736.1,32410.4,10893.6,28355.2,20137.2,36439,40842.8,20440.4,23556.7,45819.7,20994.1,23021.1,37526.3,8033.25,42091.5,12052.5
1851.98,18679.1,17564.6,13878.1,6821.15,22417.5,26078.6,40629,32031,10810.4,28350.5,20136.2,36188,40706.5,20592.4,23497.4,45722.7,21143.8,22987.6,37273.8,7981.03,42084.7,11923
1853.47,18751.2,17657.9,14045.2,6738.59,22349.2,26088.6,40268.4,32153.3,10775.7,28177.9,20019.4,35995.6,40816.7,20584.7,23495.5,45780.2,21144,22980.6,37327.4,7995.4,42111.3,12106.6
1854.96,18830.2,17500.7,13953.6,6773.55,22277.7,26035.4,40357.6,31872.6,10898.2,28260.2,19937.6,36070.2,40764.7,20411.1,23426.8,45701.4,21258.2,22915.7,37370.4,7857.65,41936.1,12048.2
